Date,ABB.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BEL.NS,BHARTIARTL.NS,BIOCON.NS,CONCOR.NS,DABUR.NS,GODREJCP.NS,HAVELLS.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HINDUNILVR.NS,INDHOTEL.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JUBLFOOD.NS,KAJARIACER.NS,KOTAKBANK.NS,LALPATHLAB.NS,LT.NS,MARUTI.NS,PCJEWELLER.NS,PIDILITIND.NS,PIIND.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,TATASTEEL.NS,TCIEXP.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,WIPRO.NS,ASIANPAINT.NS.MA10,ASIANPAINT.NS.MA50,ASIANPAINT.NS.MA_DIFF,BEL.NS.MA10,BEL.NS.MA50,BEL.NS.MA_DIFF,BHARTIARTL.NS.MA10,BHARTIARTL.NS.MA50,BHARTIARTL.NS.MA_DIFF,DABUR.NS.MA10,DABUR.NS.MA50,DABUR.NS.MA_DIFF,GODREJCP.NS.MA10,GODREJCP.NS.MA50,GODREJCP.NS.MA_DIFF,HCLTECH.NS.MA10,HCLTECH.NS.MA50,HCLTECH.NS.MA_DIFF,HDFCBANK.NS.MA10,HDFCBANK.NS.MA50,HDFCBANK.NS.MA_DIFF,HINDUNILVR.NS.MA10,HINDUNILVR.NS.MA50,HINDUNILVR.NS.MA_DIFF,INDUSINDBK.NS.MA10,INDUSINDBK.NS.MA50,INDUSINDBK.NS.MA_DIFF,ITC.NS.MA10,ITC.NS.MA50,ITC.NS.MA_DIFF,JUBLFOOD.NS.MA10,JUBLFOOD.NS.MA50,JUBLFOOD.NS.MA_DIFF,KOTAKBANK.NS.MA10,KOTAKBANK.NS.MA50,KOTAKBANK.NS.MA_DIFF,LT.NS.MA10,LT.NS.MA50,LT.NS.MA_DIFF,MARUTI.NS.MA10,MARUTI.NS.MA50,MARUTI.NS.MA_DIFF,PIDILITIND.NS.MA10,PIDILITIND.NS.MA50,PIDILITIND.NS.MA_DIFF,PIIND.NS.MA10,PIIND.NS.MA50,PIIND.NS.MA_DIFF,RELIANCE.NS.MA10,RELIANCE.NS.MA50,RELIANCE.NS.MA_DIFF,TCS.NS.MA10,TCS.NS.MA50,TCS.NS.MA_DIFF,TECHM.NS.MA10,TECHM.NS.MA50,TECHM.NS.MA_DIFF,TITAN.NS.MA10,TITAN.NS.MA50,TITAN.NS.MA_DIFF,WIPRO.NS.MA10,WIPRO.NS.MA50,WIPRO.NS.MA_DIFF,ABB.NS.MA10,ABB.NS.MA50,ABB.NS.MA_DIFF,AXISBANK.NS.MA10,AXISBANK.NS.MA50,AXISBANK.NS.MA_DIFF,BAJAJFINSV.NS.MA10,BAJAJFINSV.NS.MA50,BAJAJFINSV.NS.MA_DIFF,BIOCON.NS.MA10,BIOCON.NS.MA50,BIOCON.NS.MA_DIFF,CONCOR.NS.MA10,CONCOR.NS.MA50,CONCOR.NS.MA_DIFF,HAVELLS.NS.MA10,HAVELLS.NS.MA50,HAVELLS.NS.MA_DIFF,HDFC.NS.MA10,HDFC.NS.MA50,HDFC.NS.MA_DIFF,INDHOTEL.NS.MA10,INDHOTEL.NS.MA50,INDHOTEL.NS.MA_DIFF,INFY.NS.MA10,INFY.NS.MA50,INFY.NS.MA_DIFF,KAJARIACER.NS.MA10,KAJARIACER.NS.MA50,KAJARIACER.NS.MA_DIFF,LALPATHLAB.NS.MA10,LALPATHLAB.NS.MA50,LALPATHLAB.NS.MA_DIFF,PCJEWELLER.NS.MA10,PCJEWELLER.NS.MA50,PCJEWELLER.NS.MA_DIFF,SBILIFE.NS.MA10,SBILIFE.NS.MA50,SBILIFE.NS.MA_DIFF,SBIN.NS.MA10,SBIN.NS.MA50,SBIN.NS.MA_DIFF,TATASTEEL.NS.MA10,TATASTEEL.NS.MA50,TATASTEEL.NS.MA_DIFF,TCIEXP.NS.MA10,TCIEXP.NS.MA50,TCIEXP.NS.MA_DIFF,TRENT.NS.MA10,TRENT.NS.MA50,TRENT.NS.MA_DIFF
2018-12-31,1286.56591796875,1336.5323486328125,618.1901245117188,646.7305908203125,25.460256576538086,284.65771484375,313.4207763671875,512.753662109375,415.83026123046875,798.6223754882812,672.3915405273438,433.9673767089844,1852.1993408203125,1035.38427734375,1700.68896484375,145.63247680664062,1570.427001953125,591.6939086914062,234.8656768798828,247.58949279785156,474.4422607421875,1254.4444580078125,884.8604125976562,1328.8736572265625,7203.50390625,86.19999694824219,1088.5128173828125,851.7532348632812,1093.65087890625,591.6819458007812,288.6877746582031,21.519563674926758,614.7803344726562,1719.9840087890625,635.0042724609375,910.1377563476562,359.8148193359375,242.8663787841797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,1269.6746826171875,1335.072509765625,625.5697021484375,651.2239379882812,25.31551742553711,291.0340881347656,311.8014831542969,510.9642028808594,407.33306884765625,795.371337890625,675.6001586914062,431.9423522949219,1890.4505615234375,1048.267578125,1683.3515625,143.95626831054688,1566.7935791015625,597.1712646484375,235.7412872314453,247.36207580566406,475.54876708984375,1248.4044189453125,898.9551391601562,1332.894775390625,7214.4072265625,85.9000015258789,1082.7156982421875,853.4815063476562,1093.4071044921875,592.6716918945312,292.297607421875,21.30067253112793,620.6627807617188,1728.8426513671875,631.44775390625,907.2049560546875,359.4672546386719,239.7833251953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,1269.7227783203125,1346.5098876953125,618.3396606445312,637.4494018554688,25.96685791015625,284.7944030761719,310.3067626953125,498.7735900878906,402.0706481933594,794.6817626953125,672.6832275390625,425.8671569824219,1863.7734375,1038.7027587890625,1667.930419921875,139.8643798828125,1548.13671875,600.7631225585938,233.9901123046875,245.04835510253906,475.7412109375,1238.570556640625,889.6234741210938,1317.734619140625,7012.79052734375,82.80000305175781,1088.3162841796875,853.3827514648438,1079.166259765625,595.4922485351562,286.73651123046875,20.3879337310791,627.2317504882812,1747.4683837890625,625.2571411132812,911.261962890625,352.61456298828125,238.97584533691406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,1259.809326171875,1351.3768310546875,606.2730712890625,637.3795166015625,25.706321716308594,285.5686340332031,304.9257507324219,499.5565185546875,407.4779357910156,802.809326171875,662.5706176757812,426.76715087890625,1822.55810546875,1030.55322265625,1671.48193359375,142.4772491455078,1531.9345703125,600.8529052734375,232.53079223632812,245.14720153808594,481.2254943847656,1233.2293701171875,887.5335693359375,1289.540283203125,6951.1337890625,82.5,1089.888427734375,852.6915893554688,1065.8524169921875,593.8592529296875,284.0047912597656,19.87580680847168,628.1141357421875,1726.25341796875,606.9925537109375,910.3333129882812,347.6985168457031,238.93911743164062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,1254.708740234375,1348.9920654296875,617.890869140625,640.0903930664062,26.589252471923828,293.72125244140625,308.1892395019531,505.55859375,404.8225402832031,791.4799194335938,659.7993774414062,419.5670166015625,1856.1983642578125,1033.3101806640625,1665.2198486328125,140.99826049804688,1520.2493896484375,593.5796508789062,234.2820281982422,239.69906616210938,486.9504089355469,1245.908447265625,913.82763671875,1283.1158447265625,6980.611328125,81.0,1086.4002685546875,839.35888671875,1071.607177734375,596.6303100585938,290.3951110839844,20.140132904052734,625.1728515625,1705.2647705078125,598.0796508789062,907.6448974609375,347.052978515625,238.16836547851562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,1252.927978515625,1358.8719482421875,635.6917114257812,639.760986328125,26.458980560302734,295.9985046386719,309.2355651855469,507.8699645996094,405.981201171875,788.672119140625,674.3848266601562,423.7071533203125,1856.4808349609375,1034.871826171875,1668.25732421875,142.9209747314453,1531.001708984375,603.1426391601562,234.8656768798828,240.67796325683594,494.98443603515625,1244.5606689453125,922.1874389648438,1279.1871337890625,7103.68408203125,80.75,1083.3543701171875,853.6790161132812,1077.5570068359375,596.2345581054688,289.0780334472656,20.051334381103516,619.1922607421875,1724.390625,603.6995849609375,922.895263671875,348.5923767089844,238.02157592773438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,1250.6181640625,1363.982421875,649.1046142578125,643.3455810546875,26.29976463317871,299.9154052734375,313.47064208984375,507.3106994628906,402.0706481933594,767.8853149414062,651.1939086914062,425.3272399902344,1843.35400390625,1026.2587890625,1655.0789794921875,139.8643798828125,1549.2659912109375,601.6610107421875,237.03382873535156,245.26588439941406,495.60980224609375,1226.8896484375,917.1812744140625,1277.7080078125,7178.41650390625,82.75,1083.6492919921875,844.050048828125,1077.4593505859375,606.1808471679688,297.8586730957031,20.29294204711914,626.7905883789062,1720.438232421875,605.7631225585938,924.9481811523438,352.5649108886719,238.97584533691406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,1250.810546875,1364.712646484375,668.2515869140625,638.9571533203125,26.733991622924805,304.6976318359375,314.81585693359375,510.3305358886719,406.99517822265625,762.4176025390625,662.910888671875,422.2896423339844,1877.2296142578125,1032.9931640625,1668.30419921875,139.76577758789062,1572.8326416015625,607.0935668945312,242.16226196289062,244.05955505371094,497.3898620605469,1236.224365234375,925.9783325195312,1281.266845703125,7229.94287109375,81.19999694824219,1078.932861328125,845.2845458984375,1083.4093017578125,636.3167114257812,297.8586730957031,19.791141510009766,622.2315063476562,1714.4412841796875,609.1439208984375,931.5958862304688,347.7978820800781,241.5083770751953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,1251.772705078125,1359.2127685546875,661.4205322265625,636.2462768554688,26.74846839904785,307.2481994628906,314.11834716796875,513.76025390625,406.6571350097656,767.9345092773438,669.0368041992188,421.14202880859375,1863.2557373046875,1028.9427490234375,1669.42578125,139.3220672607422,1537.6300048828125,610.3261108398438,241.49514770507812,243.9903564453125,504.55792236328125,1217.554931640625,946.3915405273438,1287.3216552734375,7132.1982421875,80.80000305175781,1095.6854248046875,847.6053466796875,1080.2392578125,628.2013549804688,298.1025695800781,19.8407039642334,622.3295288085938,1715.8953857421875,609.8901977539062,945.0377807617188,351.67108154296875,239.12265014648438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,1295.0836181640625,1366.318603515625,664.6615600585938,636.2162475585938,26.64714813232422,305.24420166015625,320.1221923828125,505.9313659667969,407.13995361328125,767.3927001953125,669.0368041992188,423.03216552734375,1873.88916015625,1030.6019287109375,1653.723876953125,138.58255004882812,1487.796142578125,613.73828125,246.2900390625,244.74183654785156,505.9530944824219,1221.198974609375,957.86181640625,1266.060546875,7063.5927734375,80.0999984741211,1089.888427734375,831.5075073242188,1071.0218505859375,631.91259765625,295.370849609375,19.584640502929688,623.4572143554688,1674.1005859375,613.973388671875,937.8035278320312,353.1111145019531,241.2881317138672,1353.158203125,,,26.192655944824217,,,295.2880035400391,,,406.6378570556641,,,783.7266967773437,,,425.3609283447266,,,1033.9886474609375,,,1670.3462890625,,,1541.6067749023437,,,237.3256851196289,,,244.3581787109375,,,1236.698583984375,,,1294.3703369140626,,,7107.028125,,,1086.7343872070312,,,847.279443359375,,,1079.337060546875,,,1717.7079345703125,,,613.9251586914063,,,920.8863525390625,,,239.76496124267578,,,1264.1694458007812,,,636.5393432617187,,,640.7400085449219,,,312.04066162109376,,,507.28093872070315,,,666.9608154296875,,,1859.938916015625,,,141.33843841552735,,,602.00224609375,,,489.2403259277344,,,914.4400634765625,,,82.4,,,606.9181518554688,,,292.0390594482422,,,20.27848720550537,,,622.9962951660157,,,352.0385498046875,,
