Date,Ticker,Adj Close,Close,High,Low,Open,Volume,rolling_volume,vol_gt_avg
2023-01-02,RVNL.NS,66.7907943725586,68.55000305175781,69.4000015258789,67.80000305175781,68.25,5203364,5203364,0
2023-01-03,RVNL.NS,70.10353088378906,71.94999694824219,71.94999694824219,68.75,69.19999694824219,21672205,13437784,1
2023-01-04,RVNL.NS,71.51632690429688,73.4000015258789,75.0,72.3499984741211,73.55000305175781,17255566,14710378,1
2023-01-05,RVNL.NS,70.20097351074219,72.05000305175781,74.6500015258789,71.0999984741211,74.1500015258789,6983515,12778662,0
2023-01-06,RVNL.NS,70.59070587158203,72.44999694824219,74.30000305175781,71.4000015258789,73.6500015258789,8186267,11860183,0
2023-01-09,RVNL.NS,70.29840087890625,72.1500015258789,74.44999694824219,71.80000305175781,74.0,4675388,10662717,0
2023-01-10,RVNL.NS,68.54459381103516,70.3499984741211,72.5,69.94999694824219,72.19999694824219,4668639,9806420,0
2023-01-11,RVNL.NS,70.34711456298828,72.19999694824219,72.69999694824219,70.3499984741211,70.9000015258789,6309231,9369271,0
2023-01-12,RVNL.NS,73.854736328125,75.80000305175781,75.80000305175781,72.30000305175781,72.69999694824219,30422685,11708540,1
2023-01-13,RVNL.NS,77.50849914550781,79.55000305175781,79.55000305175781,77.19999694824219,77.80000305175781,23634703,12901156,1
2023-01-16,RVNL.NS,74.8290786743164,76.80000305175781,81.75,76.30000305175781,81.30000305175781,21961954,13724865,1
2023-01-17,RVNL.NS,72.53937530517578,74.44999694824219,77.5,73.5,76.80000305175781,10587375,13463407,0
2023-01-18,RVNL.NS,76.14442443847656,78.1500015258789,78.1500015258789,76.19999694824219,76.5,16306972,13682143,1
2023-01-19,RVNL.NS,75.21880340576172,77.19999694824219,79.8499984741211,77.05000305175781,78.0999984741211,12203134,13576499,0
2023-01-20,RVNL.NS,74.78035736083984,76.75,79.0,76.5999984741211,77.69999694824219,8218975,13219331,0
2023-01-23,RVNL.NS,74.19575500488281,76.1500015258789,77.55000305175781,76.0,77.55000305175781,3657558,12621720,0
2023-01-24,RVNL.NS,73.51371002197266,75.44999694824219,77.19999694824219,75.25,76.0999984741211,3555260,12088399,0
2023-01-25,RVNL.NS,73.75729370117188,75.69999694824219,77.5,75.0999984741211,76.0,6912585,11800854,0
2023-01-27,RVNL.NS,71.0291519165039,72.9000015258789,76.80000305175781,71.94999694824219,76.5,7990713,11600320,0
2023-01-30,RVNL.NS,70.63941955566406,72.5,74.9000015258789,71.4000015258789,73.0,5743643,11307486,0
2023-01-31,RVNL.NS,74.14703369140625,76.0999984741211,76.0999984741211,72.4000015258789,73.19999694824219,11721363,11327195,1
2023-02-01,RVNL.NS,70.78557586669922,72.6500015258789,79.44999694824219,72.30000305175781,77.9000015258789,23016937,12175460,1
2023-02-02,RVNL.NS,71.90606689453125,73.80000305175781,75.5999984741211,73.0,73.0,7695165,11509887,0
2023-02-03,RVNL.NS,70.4445571899414,72.30000305175781,75.19999694824219,71.0999984741211,74.5999984741211,5977975,10972858,0
2023-02-06,RVNL.NS,69.51892852783203,71.3499984741211,72.80000305175781,70.30000305175781,72.75,4082199,10967122,0
2023-02-07,RVNL.NS,70.006103515625,71.8499984741211,73.8499984741211,71.55000305175781,73.0999984741211,6924317,10774608,0
2023-02-08,RVNL.NS,71.6624755859375,73.55000305175781,75.75,71.0,72.5,10476774,11050864,0
2023-02-09,RVNL.NS,70.63941955566406,72.5,74.25,71.8499984741211,73.55000305175781,4784724,11056392,0
2023-02-10,RVNL.NS,69.76251983642578,71.5999984741211,72.5,71.5,72.44999694824219,3393279,10917537,0
2023-02-13,RVNL.NS,67.47282409667969,69.25,71.0999984741211,69.0,71.0,5530564,9037073,0
2023-02-14,RVNL.NS,68.05742645263672,69.8499984741211,71.25,67.44999694824219,69.19999694824219,7080814,8943918,0
2023-02-15,RVNL.NS,68.934326171875,70.75,71.25,69.3499984741211,70.0,4186961,8097489,0
2023-02-16,RVNL.NS,68.49588775634766,70.30000305175781,71.6500015258789,70.1500015258789,71.0,3320801,7751462,0
2023-02-17,RVNL.NS,66.69335174560547,68.44999694824219,70.19999694824219,68.0,70.19999694824219,4849471,7205867,0
2023-02-20,RVNL.NS,64.64725494384766,66.3499984741211,68.75,66.0999984741211,68.69999694824219,4067913,6748450,0
2023-02-21,RVNL.NS,63.283172607421875,64.94999694824219,66.5999984741211,64.25,66.3499984741211,7580165,6788056,1
2023-02-22,RVNL.NS,60.7011833190918,62.29999923706055,64.6500015258789,61.79999923706055,63.900001525878906,7458180,6969038,1
2023-02-23,RVNL.NS,63.380615234375,65.05000305175781,66.30000305175781,61.54999923706055,62.29999923706055,13077206,7422464,1
2023-02-24,RVNL.NS,61.48065185546875,63.099998474121094,67.4000015258789,62.849998474121094,67.0,11041811,7619094,1
2023-02-27,RVNL.NS,59.678131103515625,61.25,63.099998474121094,61.099998474121094,62.900001525878906,5107341,7481790,0
2023-02-28,RVNL.NS,55.975650787353516,57.45000076293945,61.599998474121094,57.150001525878906,61.45000076293945,12672298,7717722,1
2023-03-01,RVNL.NS,56.99870681762695,58.5,59.400001525878906,56.04999923706055,57.5,13757147,8081972,1
2023-03-02,RVNL.NS,63.965213775634766,65.6500015258789,67.5,61.79999923706055,62.0,89921655,11636531,1
2023-03-03,RVNL.NS,64.11136627197266,65.80000305175781,68.4000015258789,64.6500015258789,66.9000015258789,30085137,11957813,1
2023-03-06,RVNL.NS,63.72163391113281,65.4000015258789,66.80000305175781,65.1500015258789,66.0,12489978,12470892,1
2023-03-08,RVNL.NS,62.35755920410156,64.0,65.25,63.79999923706055,65.25,8326899,12673020,0
2023-03-09,RVNL.NS,64.50109100341797,66.19999694824219,66.9000015258789,63.849998474121094,64.1500015258789,17999131,13200392,1
2023-03-10,RVNL.NS,64.89083099365234,66.5999984741211,67.30000305175781,64.75,65.9000015258789,14685079,13400788,1
2023-03-13,RVNL.NS,62.30884552001953,63.95000076293945,66.5999984741211,63.599998474121094,66.5,8235118,14073683,0
2023-03-14,RVNL.NS,61.67552185058594,63.29999923706055,64.25,62.04999923706055,63.04999923706055,8885622,13826632,0
2023-03-15,RVNL.NS,61.042205810546875,62.650001525878906,64.6500015258789,62.20000076293945,64.0,5484970,13824461,0
2023-03-16,RVNL.NS,60.40888214111328,62.0,62.45000076293945,60.29999923706055,62.400001525878906,6603537,13801734,0
2023-03-17,RVNL.NS,61.33450698852539,62.95000076293945,64.5999984741211,62.650001525878906,64.0,10572194,14105793,0
2023-03-20,RVNL.NS,62.94215774536133,64.5999984741211,64.8499984741211,63.650001525878906,63.75,14611658,15133151,0
2023-03-21,RVNL.NS,62.50370788574219,64.1500015258789,65.9000015258789,63.5,65.5999984741211,7922128,14789769,0
2023-03-22,RVNL.NS,63.9164924621582,65.5999984741211,65.8499984741211,63.70000076293945,64.0999984741211,8352816,14993812,0
2023-03-23,RVNL.NS,63.03959274291992,64.69999694824219,65.4000015258789,64.5,65.30000305175781,4343060,14839665,0
2023-03-24,RVNL.NS,63.08831024169922,64.75,66.19999694824219,64.25,65.69999694824219,12029374,15057340,0
2023-03-27,RVNL.NS,64.79340362548828,66.5,67.1500015258789,63.70000076293945,65.3499984741211,15200230,15364268,0
2023-03-28,RVNL.NS,64.50109100341797,66.19999694824219,66.94999694824219,64.5999984741211,66.69999694824219,8572136,15040833,0
2023-03-29,RVNL.NS,65.32928466796875,67.05000305175781,67.4000015258789,65.19999694824219,65.94999694824219,8258998,15190912,0
2023-03-31,RVNL.NS,66.83950805664062,68.5999984741211,69.69999694824219,67.30000305175781,67.9000015258789,16282805,15443126,1
2023-04-03,RVNL.NS,73.4162826538086,75.3499984741211,76.19999694824219,70.0,70.0,53179154,12738678,1
2023-04-05,RVNL.NS,73.27012634277344,75.19999694824219,77.5999984741211,74.0999984741211,76.6500015258789,29291754,13622982,1
2023-04-06,RVNL.NS,73.73910522460938,73.9000015258789,74.69999694824219,73.0999984741211,74.25,14057553,13644710,1
2023-04-10,RVNL.NS,74.13823699951172,74.30000305175781,74.8499984741211,72.8499984741211,74.0999984741211,12834318,13595412,0
2023-04-11,RVNL.NS,73.33998107910156,73.5,74.5999984741211,73.25,74.4000015258789,5899954,13190388,0
2023-04-12,RVNL.NS,72.59161376953125,72.75,74.19999694824219,72.5,73.69999694824219,7311924,13141799,0
2023-04-13,RVNL.NS,73.3898696899414,73.55000305175781,74.9000015258789,73.0999984741211,73.19999694824219,10190008,13210451,0
2023-04-17,RVNL.NS,72.94084930419922,73.0999984741211,73.6500015258789,72.55000305175781,73.44999694824219,4423677,13691855,0
2023-04-18,RVNL.NS,74.83670806884766,75.0,77.19999694824219,73.25,73.25,20665863,14079300,1
2023-04-19,RVNL.NS,74.28790283203125,74.44999694824219,75.80000305175781,74.0999984741211,75.4000015258789,7903694,13706635,0
2023-04-20,RVNL.NS,76.93213653564453,77.0999984741211,77.80000305175781,74.4000015258789,74.9000015258789,27529013,14795907,1
2023-04-21,RVNL.NS,77.33126831054688,77.5,79.75,76.69999694824219,78.94999694824219,26606072,15809977,1
2023-04-24,RVNL.NS,87.55895233154297,87.75,88.75,76.80000305175781,77.5,124186965,23082006,1
2023-04-25,RVNL.NS,104.37226867675781,104.5999984741211,105.30000305175781,88.3499984741211,88.69999694824219,265783162,36565404,1
2023-04-26,RVNL.NS,104.52194213867188,104.75,114.69999694824219,100.25,108.05000305175781,395800528,57709865,1
2023-04-27,RVNL.NS,102.97531127929688,103.19999694824219,106.0,100.75,104.94999694824219,95231203,62524258,1
2023-04-28,RVNL.NS,107.31584930419922,107.55000305175781,111.0,103.80000305175781,104.25,109682443,68158893,1
2023-05-02,RVNL.NS,118.04244232177734,118.30000305175781,118.30000305175781,112.5,112.5,92737237,72406362,1
2023-05-03,RVNL.NS,129.81675720214844,130.10000610351562,130.10000610351562,121.55000305175781,122.5,141043167,77287696,1
2023-05-04,RVNL.NS,129.01849365234375,129.3000030517578,139.4499969482422,124.30000305175781,135.75,108787376,78945574,1
2023-05-05,RVNL.NS,141.3415985107422,141.64999389648438,142.1999969482422,126.6500015258789,128.5,89930074,82137064,1
2023-05-08,RVNL.NS,134.70608520507812,135.0,144.39999389648438,134.60000610351562,142.0,54717503,84277062,0
2023-05-09,RVNL.NS,127.97077941894531,128.25,137.4499969482422,128.25,135.0,28750628,81500740,0
2023-05-10,RVNL.NS,121.58470916748047,121.8499984741211,124.69999694824219,121.8499984741211,123.19999694824219,4063117,81062180,0
2023-05-11,RVNL.NS,126.42414855957031,126.69999694824219,127.9000015258789,119.0,120.5,51443098,83339337,0
2023-05-12,RVNL.NS,120.13787078857422,120.4000015258789,128.64999389648438,120.4000015258789,127.4000015258789,21812742,84064378,0
2023-05-15,RVNL.NS,120.43721008300781,120.69999694824219,124.94999694824219,117.0999984741211,123.5,22629191,84686337,0
2023-05-16,RVNL.NS,118.49146270751953,118.75,122.3499984741211,116.69999694824219,121.8499984741211,19515392,81582959,0
2023-05-17,RVNL.NS,121.58470916748047,121.8499984741211,124.4000015258789,119.1500015258789,119.5,27047616,82660289,0
2023-05-18,RVNL.NS,120.58688354492188,120.8499984741211,124.19999694824219,119.1500015258789,123.69999694824219,11139331,82206645,0
2023-05-19,RVNL.NS,115.94700622558594,116.19999694824219,122.4000015258789,115.19999694824219,121.69999694824219,15519596,82569307,0
2023-05-22,RVNL.NS,115.64766693115234,115.9000015258789,119.5,113.8499984741211,116.5,22110096,85096523,0
2023-05-23,RVNL.NS,112.75398254394531,113.0,116.80000305175781,112.6500015258789,116.25,13243599,81674955,0
2023-05-24,RVNL.NS,114.74962615966797,115.0,118.6500015258789,111.0,112.19999694824219,25125303,76957733,0
2023-05-25,RVNL.NS,114.5999526977539,114.8499984741211,116.3499984741211,113.69999694824219,115.69999694824219,8586978,64710296,0
2023-05-26,RVNL.NS,115.59777069091797,115.8499984741211,118.19999694824219,114.75,115.6500015258789,11470740,46408877,0
2023-05-29,RVNL.NS,121.33525085449219,121.5999984741211,121.5999984741211,116.5999984741211,116.94999694824219,21255724,39546425,0
2023-05-30,RVNL.NS,115.29843139648438,115.55000305175781,119.4000015258789,115.55000305175781,117.5,21325891,38678780,0
2023-05-31,RVNL.NS,119.73873901367188,120.0,121.30000305175781,110.5999984741211,112.6500015258789,37688329,38633760,0
2023-06-01,RVNL.NS,118.19210815429688,118.44999694824219,123.44999694824219,118.05000305175781,122.94999694824219,15717749,35132874,0
2023-06-02,RVNL.NS,117.69319915771484,117.94999694824219,119.75,117.1500015258789,119.30000305175781,7803213,29076513,0
2023-06-05,RVNL.NS,116.69537353515625,116.94999694824219,119.0999984741211,116.0999984741211,116.0999984741211,11124037,21528089,0
2023-06-06,RVNL.NS,119.58906555175781,119.8499984741211,121.0,116.9000015258789,117.25,17258863,21334033,0
2023-06-07,RVNL.NS,126.82328033447266,127.0999984741211,132.1999969482422,121.0,121.4000015258789,77730167,22380063,1
2023-06-08,RVNL.NS,125.07708740234375,125.3499984741211,129.60000610351562,123.0999984741211,128.75,20246282,21993502,0
2023-06-09,RVNL.NS,124.97731018066406,125.25,126.80000305175781,122.19999694824219,125.94999694824219,13927005,22441861,0
2023-06-12,RVNL.NS,123.53047180175781,123.80000305175781,126.6500015258789,123.5,125.80000305175781,8927831,20447282,0
2023-06-13,RVNL.NS,121.68448638916016,121.94999694824219,124.44999694824219,121.6500015258789,124.3499984741211,9442611,19947070,0
