Date,High,Low,Open,Close,Volume,Adj Close,symbol,return,SMA_5,SMA_15,SMA_ratio,SMA5_Volume,SMA15_Volume,SMA_Volume_Ratio,prev_close,TR,ATR_5,ATR_15,ATR_Ratio,prev_high,prev_low,+DM,-DM,+DM_5,-DM_5,+DM_15,-DM_15,+DI_5,-DI_5,+DI_15,-DI_15,DX_5,DX_15,ADX_5,ADX_15,Lowest_5D,High_5D,Lowest_15D,High_15D,Stochastic_5,Stochastic_15,Stochastic_%D_5,Stochastic_%D_15,Stochastic_Ratio,Diff,Up,Down,avg_5up,avg_5down,avg_15up,avg_15down,RS_5,RS_15,RSI_5,RSI_15,RSI_ratio,5Ewm,15Ewm,MACD,15MA,SD,upperband,lowerband,max_local,min_local
2021-01-01,981.2000122070312,971.2000122070312,976.0,977.9500122070312,1268291.0,942.9925537109375,TECHM.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.9500122070312,977.9500122070312,0.0,,,,,,
2021-01-04,1005.0,975.0,980.5999755859375,1001.9500122070312,3515825.0,966.1347045898438,TECHM.NS,0.024541131653382786,,,,,,,977.9500122070312,30.0,,,,981.2000122070312,971.2000122070312,23.79998779296875,0.0,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,0.0,,,,,,,,,,985.9500122070314,980.9500122070312,-5.000000000000114,,,,,,
2021-01-05,1007.9500122070312,991.2999877929688,1002.5,1003.8499755859375,4040321.0,967.9667358398438,TECHM.NS,0.0018962656377647935,,,,,,,1001.9500122070312,16.6500244140625,,,,1005.0,975.0,2.95001220703125,0.0,,,,,,,,,,,,,,,,,,,,,,1.89996337890625,1.89996337890625,0.0,,,,,,,,,,991.9166666666667,983.8125076293945,-8.104159037272211,,,,,,
2021-01-06,1026.0,983.3499755859375,1004.0,997.1500244140625,4677359.0,961.5062866210938,TECHM.NS,-0.006674255451333044,,,,,,,1003.8499755859375,42.6500244140625,,,,1007.9500122070312,991.2999877929688,18.04998779296875,0.0,,,,,,,,,,,,,,,,,,,,,,-6.699951171875,0.0,6.699951171875,,,,,,,,,,993.6611192491321,985.479697227478,-8.181422021654043,,,,,,
2021-01-07,1010.0,988.5999755859375,1005.5,994.75,3354950.0,959.1920166015625,TECHM.NS,-0.0024068839746284043,995.1300048828125,,,3371349.2,,,997.1500244140625,21.4000244140625,,,,1026.0,983.3499755859375,0.0,0.0,,,,,,,,,,,,,971.2000122070312,1026.0,,,42.9744398519563,,,,,-2.4000244140625,0.0,2.4000244140625,,,,,,,,,,994.0240794994215,986.6384850740433,-7.385594425378258,,,,,,
2021-01-08,1060.0,1005.4500122070312,1007.75,1051.0999755859375,9279370.0,1013.5277709960938,TECHM.NS,0.05664737430101785,1009.7599975585938,,,4973565.0,,,994.75,65.25,35.1900146484375,,,1010.0,988.5999755859375,50.0,0.0,18.95999755859375,0.0,,,53.87891351569986,0.0,,,100.0,,,,975.0,1060.0,,,89.5293830422794,,,,,56.3499755859375,56.3499755859375,0.0,16.44998779296875,1.8199951171875,,,9.038479080311749,,90.0383315839022,,,1013.0493781949269,994.69617138803,-18.35320680689688,,,,,,
2021-01-11,1081.550048828125,1040.5,1062.0999755859375,1077.5999755859375,6488791.0,1039.08056640625,TECHM.NS,0.02521168358435899,1024.889990234375,,,5568158.2,,,1051.0999755859375,41.050048828125,36.362021484375,,,1060.0,1005.4500122070312,21.550048828125,0.0,19.4780078125,0.0,,,53.56690034647779,0.0,,,100.0,,,,983.3499755859375,1081.550048828125,,,95.97752515678316,,,,,26.5,26.5,0.0,16.94998779296875,1.8199951171875,,,9.313205092089554,,90.30369326440506,,,1034.5662439919306,1005.0591469127685,-29.507097079162122,,,,,,
2021-01-12,1077.6500244140625,1053.0,1077.5999755859375,1064.199951171875,4257926.0,1026.159423828125,TECHM.NS,-0.0124350637691657,1036.9599853515624,,,5611679.2,,,1077.5999755859375,24.6500244140625,34.0196220703125,,,1081.550048828125,1040.5,0.0,0.0,15.58240625,0.0,,,45.80417212688002,0.0,,,100.0,,,,983.3499755859375,1081.550048828125,,,82.33188929150792,,,,,-13.4000244140625,0.0,13.4000244140625,16.5699951171875,4.5,,,3.6822211371527778,,78.6426148892213,,,1044.4441463852454,1012.4517474451568,-31.992398940088606,,,,,,
2021-01-13,1078.75,1050.050048828125,1074.0,1069.6500244140625,4671772.0,1031.4146728515625,TECHM.NS,0.005121286874882891,1051.4599853515624,,,5610561.8,,,1064.199951171875,28.699951171875,32.955687890625,,,1077.6500244140625,1053.0,0.0,2.949951171875,12.465925,0.589990234375,,,37.82632315663548,1.7902531312139178,,,91.0,,,,988.5999755859375,1081.550048828125,,,87.19740178896232,,79.60212782629753,,,5.4500732421875,5.4500732421875,0.0,17.660009765625,3.160009765625,,,5.588593414404252,,84.82225359643897,,,1052.8461057281845,1019.60153206627,-33.2445736619145,,,,,,
2021-01-14,1064.0,1030.0,1064.0,1052.5999755859375,4765344.0,1014.9740600585938,TECHM.NS,-0.015939838675238405,1063.02998046875,,,5892640.6,,,1069.6500244140625,39.6500244140625,34.2945551953125,,,1078.75,1050.050048828125,0.0,20.050048828125,9.97274,4.482001953125,,,29.07965985621854,13.069135691072079,,,38.0,,85.8,,1005.4500122070312,1081.550048828125,,,61.957872127800016,,83.39881428146627,,,-17.050048828125,0.0,17.050048828125,17.660009765625,6.0900146484375,,,2.899830424899878,,74.35785941831885,,,1052.7640623474356,1023.7263375062284,-29.037724841207137,,,,,1023.7263375062284,
2021-01-15,1062.800048828125,1002.6500244140625,1049.5,1007.2999877929688,6063896.0,971.2933959960938,TECHM.NS,-0.04303628048989094,1054.2699829101562,,,5249545.8,,,1052.5999755859375,60.1500244140625,39.4656490390625,,,1064.0,1030.0,0.0,27.3499755859375,7.978192,9.0555966796875,,,20.215534760630206,22.945515657741772,,,6.0,,69.84,,1002.6500244140625,1081.550048828125,,,5.893487883480906,,66.67163524970658,,,-45.29998779296875,0.0,45.29998779296875,6.3900146484375,15.15001220703125,,,0.42178280526215284,,29.665769180854824,,,1037.6093708292801,1021.673043792071,-15.93632703720914,,,,,,
2021-01-18,1013.7999877929688,991.9500122070312,998.0,998.25,4659705.0,962.5669555664062,TECHM.NS,-0.008984401769722594,1038.3999877929687,,,4883728.6,,,1007.2999877929688,21.8499755859375,35.9425143484375,,,1062.800048828125,1002.6500244140625,0.0,10.70001220703125,6.3825536,9.38447978515625,,,17.757671425336618,26.10969197697271,,,19.0,,59.672000000000004,,991.9500122070312,1078.75,,,7.2580514734577894,,48.92774051304151,,,-9.04998779296875,0.0,9.04998779296875,1.0900146484375,16.960009765625,,,0.06426969462286342,,6.038854150182118,,,1024.4895805528536,1018.7451633180622,-5.744417234791399,,,,,,
