Date,symbol,High,Low,Open,Close,Volume,Adj Close,return,SMA_5,SMA_15,SMA_ratio,SMA5_Volume,SMA15_Volume,SMA_Volume_Ratio,prev_close,TR,ATR_5,ATR_15,ATR_Ratio,prev_high,prev_low,+DM,-DM,+DM_5,-DM_5,+DM_15,-DM_15,+DI_5,-DI_5,+DI_15,-DI_15,DX_5,DX_15,ADX_5,ADX_15,Lowest_5D,High_5D,Lowest_15D,High_15D,Stochastic_5,Stochastic_15,Stochastic_%D_5,Stochastic_%D_15,Stochastic_Ratio,Diff,Up,Down,avg_5up,avg_5down,avg_15up,avg_15down,RS_5,RS_15,RSI_5,RSI_15,RSI_ratio,5Ewm,15Ewm,MACD,15MA,SD,upperband,lowerband,bb_bbm,bb_bbh,bb_bbl,bb_bbhi,bb_bbli
2021-01-15,HCLTECH.NS,1052.8499755859375,984.0,1047.6500244140625,989.7999877929688,23769415.0,937.7731323242188,-0.036878432596682886,1038.1299682617187,,,13113361.0,,,1027.699951171875,68.8499755859375,43.745287210937505,,,1049.0,1006.5999755859375,0.0,22.5999755859375,9.202633749999999,10.4630870234375,,,21.036857537648288,23.918203972430305,,,6.0,,60.879999999999995,,984.0,1067.0,,,6.987937099962349,,69.88932102338192,,,-37.89996337890625,0.0,37.89996337890625,13.489990234375,14.45999755859375,,,0.9329178777321256,,48.26474463709288,,,1017.9088063227698,998.7024508768176,-19.206355445952227,,,,,,,,0.0,0.0
2021-01-18,HCLTECH.NS,1004.9500122070312,976.9000244140625,1000.0,981.5,12947569.0,929.9094848632812,-0.008385520201385166,1023.4099731445312,,,13026008.6,,,989.7999877929688,28.04998779296875,40.60622732734375,,,1052.8499755859375,984.0,0.0,7.0999755859375,7.362106999999999,9.790464735937501,,,18.13048757435893,24.110746997036873,,,14.0,,51.504,,976.9000244140625,1067.0,,,5.10541268854178,,51.70319277823573,,,-8.29998779296875,0.0,8.29998779296875,1.4,16.1199951171875,,,0.08684866154253909,,7.990869806958841,,,1005.7725375485132,996.5521445172154,-9.220393031297817,,,,,,,,0.0,0.0
2021-01-19,HCLTECH.NS,997.0,979.3499755859375,988.0,983.8499755859375,6387923.0,932.1359252929688,0.0023942695730387875,1007.7599731445313,,,12963484.8,,,981.5,17.6500244140625,36.014986744687505,,,1004.9500122070312,976.9000244140625,0.0,0.0,5.889685599999999,7.832371788750001,,,16.353429870049236,21.747534836744975,,,14.0,,44.0032,,976.9000244140625,1067.0,,,7.713599395203083,,33.80437409797145,,,2.3499755859375,2.3499755859375,0.0,0.4699951171875,16.1199951171875,,,0.029156033470902273,,2.8330041823270875,,,998.4650168943214,994.9643734008057,-3.5006434935156676,,,,,,,,0.0,0.0
2021-01-20,HCLTECH.NS,1009.6500244140625,987.5499877929688,991.75,999.25,7444118.0,946.7264404296875,0.015652817803741836,996.4199829101562,,,13114026.6,,,983.8499755859375,25.800048828125,33.971999161375,,,997.0,979.3499755859375,12.6500244140625,0.0,7.2417533628125,6.265897431000001,,,21.31683015889782,18.44429996961766,,,7.0,,36.60256,,976.9000244140625,1052.8499755859375,,,29.427241546685696,,21.74373529491879,,,15.4000244140625,15.4000244140625,0.0,3.55,14.889990234375,,,0.23841520001836383,,19.25163709350697,,,998.7266779295476,995.500076725705,-3.2266012038426197,,,,,,,,0.0,0.0
2021-01-21,HCLTECH.NS,1020.0,982.9500122070312,1009.0,993.2999877929688,8857975.0,944.8714599609375,-0.005954478065580471,989.539990234375,1000.4133219401042,0.9891311606240483,11881400.0,9069871.933333334,1.309985420668821,999.25,37.04998779296875,34.58759688769375,,,1009.6500244140625,987.5499877929688,10.3499755859375,0.0,7.863397807437499,5.0127179448,,,22.73473301128733,14.492819379953866,,,22.0,,33.682047999999995,,976.9000244140625,1052.8499755859375,942.0,1067.0,21.593119055196066,41.039990234375004,14.165461957117794,,,-5.95001220703125,0.0,5.95001220703125,3.55,10.42999267578125,,,0.34036457266582787,,25.393432474038207,,,996.9177812173548,995.2250656091129,-1.6927156082418833,1000.4133219401042,34.179880642573835,1068.7730832252519,932.0535606549565,,,,0.0,0.0
2021-01-22,HCLTECH.NS,1004.0,981.4000244140625,991.7000122070312,985.7999877929688,5379466.0,937.7371215820312,-0.007550589038729738,988.739990234375,1002.7666544596354,0.9860120356387209,8203410.2,9218981.533333333,0.8898390966874917,993.2999877929688,22.5999755859375,32.1900726273425,35.37000732421875,0.9100951643089182,1020.0,982.9500122070312,0.0,1.54998779296875,6.290718245949999,4.32017191443375,9.619999186197917,4.82332763671875,19.54241706372111,13.420820650041534,27.198182624098184,13.63677307868719,19.0,33.0,30.745638399999997,,976.9000244140625,1020.0,952.6500244140625,1067.0,20.649578701409048,28.98991732096439,16.897790277407132,,,-7.5,0.0,7.5,3.55,4.35,10.543330891927083,8.189998372395833,0.8160919540229885,1.2873422450806697,44.936708860759495,56.28113798227287,0.7984328404111768,993.2118500758929,994.0469308820949,0.8350808062019723,1002.7666544596354,31.616944585544413,1066.0005436307242,939.5327652885467,,,,0.0,0.0
2021-01-25,HCLTECH.NS,997.0,941.0,997.0,947.5,7731883.0,901.3045043945312,-0.038851682153816625,981.939990234375,1000.573319498698,0.9813773474654925,7160273.0,9383834.266666668,0.7630434209004288,985.7999877929688,56.0,36.952058101874,36.745340169270825,1.005625691084935,1004.0,981.4000244140625,0.0,40.4000244140625,5.032574596759999,11.5361424143595,8.978665907118057,7.195107421874999,13.619199728701375,31.219214860929355,24.43484225688753,19.58100643164567,39.0,11.0,32.396510719999995,,941.0,1020.0,941.0,1067.0,8.227848101265822,5.158730158730158,17.52227735995194,,,-38.29998779296875,0.0,38.29998779296875,3.55,10.35,8.549995930989583,10.743330891927084,0.3429951690821256,0.7958421849795533,25.539568345323744,44.315819710439335,0.576308156143786,977.974566717262,988.228564521833,10.2539978045711,1000.573319498698,34.30619766035365,1069.1857148194053,931.9609241779907,,,,0.0,0.0
2021-01-27,HCLTECH.NS,963.25,942.5,952.0999755859375,955.5,7531736.0,908.9144287109375,0.008443271767810012,976.2699951171875,998.1833211263021,0.9780467920618142,7389035.6,9409266.533333333,0.7852934736011091,947.5,20.75,33.7116464814992,35.6789841579861,0.9448600423213971,997.0,941.0,0.0,0.0,4.026059677407999,9.2289139314876,8.380088179976854,6.7154335937499985,11.942637330447454,27.376040314590945,23.487462935799762,18.82181836796177,39.0,11.0,33.717208576,,941.0,1020.0,941.0,1067.0,18.354430379746837,11.507936507936508,19.650443556860687,,,8.0,8.0,0.0,4.6800048828125,10.35,8.35333251953125,10.743330891927084,0.4521743848128019,0.7775365576618549,31.1377469222535,43.74236660902294,0.711844130441506,970.4830444781747,984.137493956604,13.654449478429228,998.1833211263021,36.19161845072043,1070.566558027743,925.8000842248612,,,,0.0,0.0
2021-01-28,HCLTECH.NS,952.4000244140625,930.0999755859375,948.7999877929688,933.9500122070312,6960905.0,888.4151000976562,-0.02255362406380823,963.2099975585937,995.233321126302,0.9678233004382655,7292393.0,9473610.333333334,0.7697585971360231,955.5,25.4000244140625,32.04932206801186,34.99372017505786,0.9158592429636947,963.25,942.5,0.0,12.4000244140625,3.2208477419263994,9.86313602800258,7.821415634645064,7.094406315104165,10.049659506342877,30.774866335930668,22.3509120937072,20.273369849258778,51.0,5.0,37.1737668608,,930.0999755859375,1020.0,930.0999755859375,1067.0,4.282575723629629,2.8122979799105647,14.621510392249476,38.93951515627465,0.3754928723064337,-21.54998779296875,0.0,21.54998779296875,1.6,14.65999755859375,8.35333251953125,11.30333251953125,0.1091405365932052,0.7390150210212222,9.840099878455192,42.496183879265274,0.23155255319893253,958.3053670544602,977.8640587379074,19.558691683447137,995.233321126302,39.58148312072819,1074.3962873677583,916.0703548848456,,,,0.0,0.0
2021-01-29,HCLTECH.NS,949.5,909.5,941.0,914.0,7692663.0,869.437744140625,-0.0213608993482286,947.35,991.9966552734375,0.954993139305363,7059330.6,9635721.2,0.7326208857101428,933.9500122070312,40.0,33.63945765440949,35.327472163387334,0.9522180782941139,952.4000244140625,930.0999755859375,0.0,20.5999755859375,2.5766781935411194,12.010503939589565,7.299987925668726,7.994777599826388,7.659690058063008,35.703619431020215,20.663770936982818,22.630483049709994,65.0,5.0,42.73901348864,,909.5,1004.0,909.5,1067.0,4.761904761904762,2.857142857142857,11.255267533591214,36.8105483555244,0.30576201758488775,-19.95001220703125,0.0,19.95001220703125,1.6,17.45999755859375,8.35333251953125,11.589998372395833,0.0916380425959731,0.7207362978951382,8.394544621956655,41.88534284868441,0.20041723550605536,943.5369113696402,969.8810513956689,26.344140026028754,991.9966552734375,44.16464761087239,1080.3259504951823,903.6673600516926,987.1474914550781,1064.2853726963285,910.0096102138277,0.0,0.0
2021-02-01,HCLTECH.NS,933.75,896.3499755859375,919.0,928.3499755859375,8651478.0,883.0880737304688,0.015700192107152677,935.8599975585937,987.5766520182292,0.9476327692094113,7713733.0,9676834.733333332,0.7971338989007295,914.0,37.4000244140625,34.391571006340094,35.46564231343235,0.9697151598834725,949.5,909.5,0.0,13.1500244140625,2.0613425548328954,12.238408034484152,6.813322063957478,8.338460720775462,5.993743508992033,35.58548701432685,19.21104939745299,23.511376579854957,71.0,10.0,48.391210790912,,896.3499755859375,997.0,896.3499755859375,1067.0,31.793335556835757,18.75182855078632,13.484018904676555,33.42371006848853,0.40342675534961403,14.3499755859375,14.3499755859375,0.0,4.4699951171875,15.95999755859375,7.1699951171875,11.589998372395833,0.28007492487244184,0.6186364214048936,21.879572783628348,38.21960344052736,0.5724699058606049,938.4745994417393,964.6896669194525,26.215067477713205,987.5766520182292,47.100226277968396,1081.777104574166,893.3761994622924,986.039990234375,1065.8407943347108,906.2391861340391,0.0,0.0
2021-02-02,HCLTECH.NS,963.0,935.5499877929688,947.0,954.6500244140625,7690178.0,908.1058959960938,0.028329885840224778,937.2900024414063,980.8799886067708,0.9555603267762867,7705392.0,9297224.533333333,0.8287841142669904,928.3499755859375,34.6500244140625,34.44326168788457,35.41126778680769,0.9726638960019459,933.75,896.3499755859375,29.25,0.0,7.499074043866317,9.790726427587321,8.30910059302698,7.782563339390432,21.77225290630393,28.425665711651266,23.46456682390371,21.977646737318427,13.0,3.0,41.3129686327296,,896.3499755859375,963.25,896.3499755859375,1067.0,87.14503371073543,34.16351625398347,29.26745602657048,32.83097538825272,0.8914586204174334,26.300048828125,26.300048828125,0.0,9.7300048828125,8.3,4.8933349609375,11.589998372395833,1.1722897449171685,0.42220324832763295,53.965625334288404,29.686561947042463,1.8178469244959083,943.8664077658472,963.4347116062788,19.568303840431668,980.8799886067708,43.84234945734555,1068.5646875214618,893.1952896920797,984.752490234375,1065.698409575682,903.8065708930679,0.0,0.0
2021-02-03,HCLTECH.NS,973.2999877929688,952.5499877929688,966.0,959.9000244140625,6354619.0,913.0999755859375,0.005499397544374673,938.1700073242188,974.0666585286458,0.963147644065089,7469968.6,9274163.0,0.805460136941738,954.6500244140625,20.75,31.704609350307656,34.433849934353844,0.9207396039290022,963.0,935.5499877929688,10.29998779296875,0.0,8.059256793686803,7.8325811420698574,8.44182640635643,7.263725783431069,25.419826829087228,24.704865641228444,24.51606899156001,21.094724514624257,1.0,8.0,33.25037490618368,,896.3499755859375,973.2999877929688,896.3499755859375,1067.0,82.58614522002397,37.23998812559685,42.113798994625895,31.856205549819347,1.3219967120304044,5.25,5.25,0.0,9.1800048828125,8.3,4.776668294270833,11.589998372395833,1.1060246846762047,0.41213709793502085,52.517175735110285,29.18534599350815,1.7994364619419607,949.2109466485857,962.9928757072518,13.781929058666037,974.0666585286458,37.85052659993101,1049.7677117285077,898.3656053287838,983.1799926757812,1064.7715027279883,901.5884826235742,0.0,0.0
2021-02-04,HCLTECH.NS,970.4500122070312,950.1500244140625,964.7000122070312,957.6500244140625,4623148.0,910.9596557617188,-0.0023439941064419267,942.910009765625,967.513330078125,0.9745705619265076,7002417.2,9136278.933333334,0.766440829039487,959.9000244140625,20.29998779296875,29.423685038839874,33.49159245826151,0.8785394446534242,973.2999877929688,952.5499877929688,0.0,2.39996337890625,6.4474054349494425,6.746057589437136,7.879037979266002,6.939474956462748,21.912297614791395,22.927303566946833,23.525420563638942,20.72005075635321,2.0,6.0,27.000299924946944,,896.3499755859375,973.2999877929688,896.3499755859375,1052.8499755859375,79.66216907568437,39.1693602735623,57.189717665036845,31.184987784068372,1.833886165389285,-2.25,0.0,2.25,9.1800048828125,4.44000244140625,4.776668294270833,11.329996744791666,2.0675675304144616,0.42159485142541103,67.40088066244172,29.65647005563396,2.2727209454126287,952.0239725704114,962.325019295603,10.301046725191668,967.513330078125,30.44633880093504,1028.4060076799951,906.6206524762549,982.1524932861328,1064.4832123854553,899.8217741868103,0.0,0.0
2021-02-05,HCLTECH.NS,963.9000244140625,940.0499877929688,960.7999877929688,946.1500244140625,4631703.0,900.0203857421875,-0.012008562321121685,949.3400146484375,962.0766682942708,0.9867612903778086,6390225.2,8443651.933333334,0.7568082211884006,957.6500244140625,23.85003662109375,28.308955355290653,32.84882206911699,0.8617951443045954,970.4500122070312,950.1500244140625,0.0,10.10003662109375,5.157924347959554,7.416853395768459,7.353768780648268,7.150179067438148,18.2201154483632,26.199671809445007,22.386704659227206,21.76692683954847,18.0,1.0,25.200239939957555,,896.3499755859375,973.2999877929688,896.3499755859375,1052.8499755859375,64.71740211572644,31.821117462060705,69.18081713580118,31.533848875503402,2.1938589675154834,-11.5,0.0,11.5,9.1800048828125,2.75,4.776668294270833,10.213330078125,3.33818359375,0.4676896034625908,76.94887783355469,31.865702554491904,2.4147867978736186,950.0659898516285,960.3031449354105,10.237155083782,962.0766682942708,25.868231687965626,1013.8131316702021,910.3402049183395,981.3324951171875,1064.7473716565567,897.9176185778182,0.0,0.0
2021-02-08,HCLTECH.NS,964.4000244140625,941.3499755859375,955.0,957.75,6509526.0,911.0547485351562,0.012260186319945632,955.22001953125,959.9400024414062,0.9950830438379983,5961834.8,7292992.666666667,0.8174743993983631,946.1500244140625,23.050048828125,27.257174049857518,32.19557051971753,0.8466125497966999,963.9000244140625,940.0499877929688,0.5,0.0,4.226339478367644,5.933482716614767,6.896850861938384,6.673500462942272,15.505420593628033,21.768517549770657,21.421738303144984,20.72800809308604,17.0,2.0,23.560191951966043,,935.5499877929688,973.2999877929688,896.3499755859375,1020.0,58.807979356374176,49.65629784952924,74.58374589570886,34.98851835926419,2.1316634539902064,11.5999755859375,11.5999755859375,0.0,8.6300048828125,2.75,5.55,7.686665852864583,3.13818359375,0.722029564734063,75.83480825958702,41.92898772011314,1.8086486791859613,952.6273265677524,959.9840018184842,7.356675250731769,959.9400024414062,24.712595471701665,1009.3651933848096,910.5148114980029,979.4874938964844,1063.2740143394317,895.700973453537,0.0,0.0
2021-02-09,HCLTECH.NS,981.9000244140625,946.5999755859375,965.0,951.5999755859375,7557977.0,905.2045288085938,-0.0064213254127512,954.610009765625,957.9466674804687,0.9965168648442407,5935394.6,6933686.533333333,0.8560229210631174,957.75,35.300048828125,28.865749005511013,32.402535740278026,0.8908484581849992,964.4000244140625,941.3499755859375,17.5,0.0,6.881071582694115,4.746786173291814,7.603727471142492,6.228600432079454,23.838188232636504,16.444354769334286,23.466458094792458,19.22257098026122,18.0,10.0,22.448153561572834,,940.0499877929688,981.9000244140625,896.3499755859375,1020.0,27.598512989465796,44.68256295282746,62.674441751454935,36.48805837932579,1.7176699593028057,-6.1500244140625,0.0,6.1500244140625,3.3699951171875,3.9800048828125,5.55,7.5433349609375,0.8467314027027193,0.7357488469940934,45.850273703231295,42.387978437562346,1.0816810660307596,952.2848762404808,958.9359985394159,6.651122298935093,957.9466674804687,24.046227857574543,1006.0391231956178,909.8542117653196,974.3124938964844,1051.2875013079363,897.3374864850325,0.0,0.0
2021-02-10,HCLTECH.NS,965.0999755859375,946.1500244140625,955.0499877929688,959.4500122070312,4896963.0,912.6719360351562,0.008249303092152882,954.5200073242188,956.3200032552083,0.9981177891031636,5643863.4,6834289.2,0.8258157117495116,951.5999755859375,18.949951171875,26.88258943878381,31.505696769051156,0.8532612256076577,981.9000244140625,946.5999755859375,0.0,0.449951171875,5.504857266155292,3.887419173008451,7.096812306399659,5.843357148065824,20.477407054446076,14.460731849737765,22.52548914700099,18.54698593368645,17.0,10.0,21.358522849258268,,940.0499877929688,981.9000244140625,896.3499755859375,1020.0,46.35605122573362,51.03115581262877,55.42842295259686,39.06422183469449,1.4189050837144455,7.85003662109375,7.85003662109375,0.0,3.89000244140625,3.9800048828125,5.916670735677084,7.5433349609375,0.9773863489979818,0.7843574183456051,49.42819340758882,43.95741628226224,1.1244562940232263,954.6732548959976,959.0002502478678,4.32699535187021,956.3200032552083,22.969985331066017,1002.2599739173404,910.3800325930763,969.1799957275391,1034.9267211235224,903.433270331556,0.0,0.0
2021-02-11,HCLTECH.NS,972.5,953.0499877929688,959.4500122070312,970.4000244140625,3745595.0,923.0880126953125,0.011412801154531138,957.0700073242188,954.3966715494792,1.0028010740758342,5468352.8,6587721.0,0.8300826340399055,959.4500122070312,19.45001220703125,25.396073992433298,30.701984464916496,0.82718021115064,965.0999755859375,946.1500244140625,7.4000244140625,0.0,5.883890695736733,3.109935338406761,7.117026446910516,5.453800004861436,23.16850509054992,12.245732703934314,23.18099813724817,17.763672609155133,31.0,13.0,23.286818279406614,,940.0499877929688,981.9000244140625,896.3499755859375,1020.0,72.52093205050235,59.88680485832837,54.00017554756046,41.93713453494893,1.2876458095285126,10.95001220703125,10.95001220703125,0.0,6.0800048828125,3.5300048828125,5.620003255208333,7.5433349609375,1.7223786041815077,0.7450289937157807,63.26741627839624,42.69436189305668,1.4818681782121992,959.9155114020193,960.4252220186422,0.5097106166228969,954.3966715494792,20.153796997984283,994.7042655454477,914.0890775535106,964.9024993896485,1017.2850982278975,912.5199005513995,0.0,0.0
2021-02-12,HCLTECH.NS,986.5,957.5999755859375,975.0,960.4000244140625,8045740.0,913.5755004882812,-0.010305028594819077,959.9200073242188,952.2033406575521,1.0081040113357909,6151160.2,6533572.0,0.9414697197796245,970.4000244140625,28.9000244140625,26.09686407675914,30.581853794859562,0.8533447400479596,972.5,953.0499877929688,14.0,0.0,7.507112556589386,2.4879482707254086,7.575891350449814,5.090213337870674,28.76633964337091,9.533514308108304,24.77250529437568,16.644554551909724,50.0,20.0,28.629454623525294,9.866666666666667,941.3499755859375,986.5,896.3499755859375,1004.0,42.19277636136037,59.49840622586802,49.49525039668724,43.310445022026556,1.1428017045660752,-10.0,0.0,10.0,6.0800048828125,3.2300048828125,5.620003255208333,7.813334147135417,1.8823516073196727,0.7192836181553531,65.30610639380288,41.83623984779684,1.5609936894757046,960.0770157393671,960.4220723180697,0.34505657870261075,952.2033406575521,17.18984167000333,986.5830239975587,917.8236573175454,961.5375030517578,1005.2867239104862,917.7882821930293,0.0,0.0
2021-02-15,HCLTECH.NS,971.25,950.0999755859375,970.0,954.6500244140625,4643228.0,908.1058959960938,-0.00598708856084007,959.3000122070313,950.1266764322917,1.0096548555074627,5777900.6,6484489.466666667,0.8910340019366417,960.4000244140625,21.1500244140625,25.107496144219812,29.95306516947309,0.8382279410191489,986.5,957.5999755859375,0.0,7.5,6.005690045271509,3.490358616580327,7.070831927086493,5.250865782012629,23.919908264743974,13.901659474650039,23.606371792269158,17.53031201415771,26.0,15.0,28.10356369882023,10.208888888888888,946.1500244140625,986.5,896.3499755859375,997.0,21.065688086716865,57.92353173039022,41.94679214275578,43.33818564771374,0.9678945141758291,-5.75,0.0,5.75,3.760009765625,4.3800048828125,5.620003255208333,7.69666748046875,0.8584487611827987,0.7301865735358569,46.19168303765577,42.20276499103952,1.0945179314071762,958.2680186309323,959.7005663300688,1.432547699136535,950.1266764322917,14.514605307001446,979.1558870462945,921.0974658182888,959.7800048828125,1001.6294133629561,917.9305964026688,0.0,0.0
2021-02-16,HCLTECH.NS,962.25,944.0999755859375,957.0,952.2999877929688,3277086.0,905.8704833984375,-0.0024616734520445105,959.4400146484375,950.4466756184896,1.0094622236687771,4921722.4,6187503.0,0.7954294971654964,954.6500244140625,18.1500244140625,23.71600179818835,29.16619578577905,0.8131331892708434,971.25,950.0999755859375,0.0,6.0,4.804552036217207,3.9922868932642617,6.599443131947393,5.300808063211787,20.258693168863832,16.83372655828197,22.627027468440613,18.174492491737208,9.0,11.0,24.282850959056184,10.261629629629628,944.0999755859375,986.5,896.3499755859375,986.5,19.339640295847595,62.06322468649671,40.29501760403214,44.07897179401919,0.9141551166921622,-2.35003662109375,0.0,2.35003662109375,3.760009765625,3.62000732421875,5.620003255208333,5.300004069010416,1.0386746293217692,1.0603771585891755,50.948523829293826,51.465196756270544,0.9899607315323483,956.2786750182778,958.7754940129313,2.496818994653495,950.4466756184896,14.50546843202705,979.4576124825437,921.4357387544355,958.3200042724609,999.0592369182011,917.5807716267207,0.0,0.0
2021-02-17,HCLTECH.NS,958.4000244140625,941.0,952.0,943.2000122070312,3643176.0,897.2141723632812,-0.009555786729586568,956.1900146484375,949.6266764322917,1.0069114930941114,4670965.0,5928265.666666667,0.7879142505815501,952.2999877929688,17.4000244140625,22.45280632136318,28.381784360997944,0.7910991795222598,962.25,944.0999755859375,0.0,3.0999755859375,3.843641628973766,3.8138246317989095,6.159480256484233,5.154085898060168,17.118758225410133,16.985959693466775,21.70223048043642,18.159837424256093,0.0,9.0,19.426280767244947,10.17752098765432,941.0,986.5,896.3499755859375,986.5,4.835191663804945,51.96896720283707,31.990845691646406,43.177689212956395,0.7409114817114127,-9.0999755859375,0.0,9.0999755859375,2.19000244140625,5.44000244140625,5.086669921875,5.906669108072917,0.4025737975294236,0.86117401005633,28.702503799696032,46.27047258360683,0.620320091778467,951.9191207478623,956.8285587871937,4.909438039331462,949.6266764322917,14.546999360126247,978.7206751525441,920.5326777120392,956.2875061035156,995.7657004175294,916.8093117895019,0.0,0.0
