Date,High,Low,Open,Close,Volume,Adj Close,symbol,return,SMA_5,SMA_15,SMA_ratio
2021-01-01,2792.0,2750.0,2759.0,2775.550048828125,1246698.0,2758.6201171875,ASIANPAINT.NS,,,,
2021-01-04,2791.10009765625,2745.0,2781.10009765625,2753.699951171875,1360486.0,2736.9033203125,ASIANPAINT.NS,-0.007872348641479343,,,
2021-01-05,2804.60009765625,2732.0,2753.699951171875,2793.85009765625,1299589.0,2776.808349609375,ASIANPAINT.NS,0.014580436211755199,,,
2021-01-06,2822.449951171875,2780.0,2801.300048828125,2805.35009765625,1697884.0,2788.23828125,ASIANPAINT.NS,0.00411618361688304,,,
2021-01-07,2831.85009765625,2781.5,2801.0,2792.25,1142806.0,2775.21826171875,ASIANPAINT.NS,-0.004669683711560513,2784.1400390625,,
2021-01-08,2849.800048828125,2789.050048828125,2818.0,2844.699951171875,1660967.0,2827.34814453125,ASIANPAINT.NS,0.01878411717141204,2797.97001953125,,
2021-01-11,2873.449951171875,2824.60009765625,2845.0,2849.300048828125,1517995.0,2831.92041015625,ASIANPAINT.NS,0.001617076575810783,2817.0900390625,,
2021-01-12,2850.0,2712.14990234375,2849.60009765625,2720.550048828125,6674890.0,2703.95556640625,ASIANPAINT.NS,-0.045186536269829825,2802.430029296875,,
2021-01-13,2763.0,2678.0,2760.0,2703.699951171875,2862676.0,2687.208251953125,ASIANPAINT.NS,-0.006193636343322595,2782.1,,
2021-01-14,2736.64990234375,2648.0,2713.0,2663.89990234375,2124950.0,2647.65087890625,ASIANPAINT.NS,-0.014720586435959526,2756.42998046875,,
2021-01-15,2661.85009765625,2580.550048828125,2660.89990234375,2590.89990234375,2570436.0,2575.09619140625,ASIANPAINT.NS,-0.027403432064310396,2705.669970703125,,
2021-01-18,2619.85009765625,2555.39990234375,2592.0,2588.199951171875,2395168.0,2572.412841796875,ASIANPAINT.NS,-0.0010420901129497562,2653.449951171875,,
2021-01-19,2676.60009765625,2590.0,2615.0,2645.050048828125,2558693.0,2628.916259765625,ASIANPAINT.NS,0.02196511039671023,2638.349951171875,,
2021-01-20,2707.14990234375,2645.050048828125,2654.0,2697.25,2065439.0,2680.7978515625,ASIANPAINT.NS,0.019734957830004785,2637.0599609375,,
2021-01-21,2816.949951171875,2695.0,2726.949951171875,2716.35009765625,5015712.0,2699.78125,ASIANPAINT.NS,0.007081322701362414,2647.55,2729.37333984375,0.9700211991341449
2021-01-22,2768.85009765625,2590.0,2750.0,2596.64990234375,4945564.0,2580.81103515625,ASIANPAINT.NS,-0.044066556595845685,2648.7,2717.4466634114583,0.9747017432440958
2021-01-25,2631.5,2501.0,2612.85009765625,2513.949951171875,3520087.0,2498.61572265625,ASIANPAINT.NS,-0.031848710562494276,2633.85,2701.463330078125,0.9749715906466997
2021-01-27,2525.0,2430.550048828125,2525.0,2436.60009765625,2700415.0,2421.73779296875,ASIANPAINT.NS,-0.030768255143491796,2592.160009765625,2677.646663411458,0.9680739603122547
2021-01-28,2453.949951171875,2401.050048828125,2420.0,2441.699951171875,3035457.0,2426.806396484375,ASIANPAINT.NS,0.0020930203198015196,2541.05,2653.4033203125,0.9576569006858454
2021-01-29,2484.0,2400.0,2456.0,2407.35009765625,2768673.0,2392.666015625,ASIANPAINT.NS,-0.014068007618683431,2479.25,2627.7433268229165,0.9434901707076342
2021-02-01,2467.75,2376.89990234375,2426.60009765625,2447.800048828125,1797359.0,2432.869384765625,ASIANPAINT.NS,0.016802687407725392,2449.480029296875,2601.2833333333333,0.9416429182891297
2021-02-02,2520.0,2425.10009765625,2460.0,2463.64990234375,2679428.0,2448.62255859375,ASIANPAINT.NS,0.006475142249961596,2439.42001953125,2575.5733235677085,0.9471367004811738
2021-02-03,2503.85009765625,2438.35009765625,2503.85009765625,2453.64990234375,2409356.0,2438.68359375,ASIANPAINT.NS,-0.004059018284410687,2442.82998046875,2557.77998046875,0.9550586833591004
2021-02-04,2456.0,2398.0,2456.0,2401.800048828125,3478562.0,2387.14990234375,ASIANPAINT.NS,-0.021131724402123298,2434.85,2537.6533203125,0.9594888239896219
2021-02-05,2423.89990234375,2370.800048828125,2420.0,2376.75,3303319.0,2362.25244140625,ASIANPAINT.NS,-0.010429697859464793,2428.72998046875,2518.5099934895834,0.9643519329869974
2021-02-08,2434.89990234375,2373.39990234375,2394.0,2416.85009765625,3666313.0,2402.108154296875,ASIANPAINT.NS,0.016871819777532382,2422.539990234375,2506.906673177083,0.9663463008633715
2021-02-09,2532.449951171875,2423.64990234375,2432.5,2506.85009765625,7178572.0,2491.55908203125,ASIANPAINT.NS,0.03723855281189259,2431.180029296875,2501.483349609375,0.9718953474851317
2021-02-10,2555.0,2475.0,2529.0,2510.60009765625,4473123.0,2495.286376953125,ASIANPAINT.NS,0.0014959011723540971,2442.570068359375,2492.52001953125,0.9799600601878942
2021-02-11,2540.0,2495.10009765625,2524.949951171875,2505.5,1446286.0,2490.21728515625,ASIANPAINT.NS,-0.0020314257380182887,2463.31005859375,2479.7366861979167,0.9933756564978868
2021-02-12,2523.0,2464.199951171875,2518.0,2486.10009765625,1376085.0,2470.935791015625,ASIANPAINT.NS,-0.007742926499201719,2485.180078125,2464.386686197917,1.0084375524521128
2021-02-15,2517.5,2448.550048828125,2495.0,2456.75,1634576.0,2441.7646484375,ASIANPAINT.NS,-0.011805678171976863,2493.16005859375,2455.060026041667,1.0155189820810664
2021-02-16,2475.10009765625,2422.0,2472.0,2450.25,1615849.0,2435.30419921875,ASIANPAINT.NS,-0.002645771853057921,2481.8400390625,2450.8133626302083,1.012659746721388
2021-02-17,2455.050048828125,2382.0,2436.0,2388.14990234375,3178784.0,2373.5830078125,ASIANPAINT.NS,-0.02534439247270681,2457.35,2447.583349609375,1.0039903239218324
